1	a	2944731
34	A	205914
5154	á	418
4970	Á	602
5453	AA	119
5383	AAA	189
5453	Aaron	119
5472	ab	100
5315	AB	257
5355	ABB	217
5452	Abbey	120
5100	ABC	472
5464	abdikaci	108
5415	Abe	157
5460	abecedu	112
5285	abecedy	287
5464	Abelard	108
5462	Abie	110
5283	ABN	289
5432	abnormální	140
5013	Abraham	559
5463	Abrahám	109
5404	Abrahama	168
5057	Abram	515
5299	ABS	273
4791	absence	781
5448	Absence	124
5027	absenci	545
5369	absencí	203
3731	absolutně	1850
5282	Absolutně	290
2945	absolutní	2764
5278	Absolutní	294
5262	absolutního	310
5390	absolutních	182
5218	absolutním	354
5227	absolvent	345
5467	Absolvent	105
5464	absolventa	108
5466	absolventem	106
5133	absolventi	439
4966	absolventů	606
5304	absolventy	268
4500	absolvoval	1072
5411	Absolvoval	161
5266	absolvovala	306
5239	absolvovali	333
5164	absolvování	408
4925	absolvovat	647
5362	absolvuje	210
5397	absolvují	175
5448	absorbovat	124
5443	absorpční	129
5196	abstrakce	376
5412	abstrakci	160
5462	abstraktně	110
4636	abstraktní	936
5390	abstraktního	182
5361	abstraktních	211
5418	abstraktním	154
5440	absurdity	132
5395	absurdně	177
4246	absurdní	1326
5459	absurdního	113
5366	Abú	206
38	aby	190772
1167	Aby	7444
294	abych	25747
3877	Abych	1698
690	abychom	12012
4347	Abychom	1225
2067	abys	4237
5247	Abys	325
5100	abysme	472
1160	abyste	7495
5014	Abyste	558
5036	AC	536
5406	Academia	166
3269	ač	2375
4713	Ač	859
2113	ačkoli	4137
2976	Ačkoli	2723
2612	ačkoliv	3250
3368	Ačkoliv	2261
5424	AČR	148
4657	ad	915
5006	Ad	566
5463	Ada	109
5307	Áda	265
2779	Adam	2994
5048	ADAM	524
4941	Adama	631
5402	Adame	170
5365	Adamec	207
5454	Adámek	118
5432	Adamem	140
5303	Adamová	269
5288	Adamovi	284
5347	Adams	225
4974	adaptace	598
5218	adaptaci	354
5417	adaptací	155
5463	adaptivní	109
5446	adaptovat	126
5326	adekvátně	246
4942	adekvátní	630
5258	Adéla	314
5340	Adele	232
5415	adept	157
5466	adepti	106
5428	adeptů	144
5462	adepty	110
5425	Adidas	147
5453	Adler	119
5248	administrativa	324
5424	administrativě	148
5382	administrativně	190
4295	administrativní	1277
5469	Administrativní	103
5404	administrativního	168
5178	administrativních	394
5434	administrativním	138
5400	administrativu	172
5156	administrativy	416
5059	admirál	513
5333	Admirál	239
5309	admirála	263
4966	Adolf	606
5220	Adolfa	352
5456	adopce	116
