1	a	2780295
29	A	215900
5086	á	495
5118	Á	463
5471	AA	110
5422	AAA	159
5363	Aaltonen	218
4860	Aaron	721
5417	Aarona	164
5393	Aarone	188
5412	AB	169
5463	Abalkin	118
5420	Abbás	161
5201	ABC	380
5455	Abdul	126
5467	abecedu	114
5350	abecedy	231
5449	Abel	132
5448	Áber	133
5324	Abigail	257
5433	abnormální	148
5189	Abraham	392
5468	Abrahám	113
5448	Abrahama	133
5463	Abramovič	118
5435	ABS	146
4799	absence	782
5445	Absence	136
5003	absenci	578
5410	absencí	171
3523	absolutně	2092
5357	Absolutně	224
3047	absolutní	2651
5337	Absolutní	244
5318	absolutního	263
5447	absolutních	134
5238	absolutním	343
5227	absolvent	354
5462	absolventa	119
5102	absolventi	479
5454	Absolventi	127
4857	absolventů	724
5304	absolventy	277
4428	absolvoval	1153
5430	Absolvoval	151
5171	absolvovala	410
5140	absolvovali	441
5105	absolvování	476
4744	absolvovat	837
5313	absolvuje	268
5348	absolvují	233
5453	absorbance	128
5472	absorbuje	109
5443	absorpce	138
5478	absorpci	103
5343	absorpční	238
5396	abstrakce	185
4860	abstraktní	721
5456	abstraktního	125
5445	abstraktních	136
5454	abstraktním	127
5471	absurdity	110
5391	absurdně	190
4150	absurdní	1434
5465	Abu	116
5272	Abú	309
38	aby	184751
1234	Aby	7002
296	abych	25755
3790	Abych	1807
677	abychom	12235
4280	Abychom	1302
1952	abys	4496
5266	Abys	315
5319	abysme	262
1026	abyste	8433
4808	Abyste	773
4744	AC	837
5365	Academia	216
5431	Academy	150
5456	Access	125
5378	Acer	203
3254	ač	2400
4647	Ač	934
5404	áčka	177
5467	áčko	114
2287	ačkoli	3800
2945	Ačkoli	2775
2988	ačkoliv	2721
3471	Ačkoliv	2149
4755	ad	826
4903	Ad	678
5470	AD	111
5293	Ada	288
5395	Adalbert	186
2413	Adam	3573
4705	Adama	876
5314	Adame	267
5366	Adamec	215
5457	Adámek	124
5368	Adamem	213
5449	Adamova	132
5238	Adamovi	343
5413	Adams	168
4956	adaptace	625
5186	adaptaci	395
5397	adaptací	184
5477	adaptér	104
5453	adaptivní	128
5440	adaptovat	141
5391	adekvátně	190
5085	adekvátní	496
5308	Adéla	273
5473	Adelaide	108
5481	adept	100
5410	adeptů	171
5471	adepty	110
5435	Adidas	146
5243	administrativa	338
5444	administrativě	137
5433	administrativně	148
4497	administrativní	1084
5457	administrativního	124
5269	administrativních	312
5468	administrativním	113
5387	administrativu	194
5147	administrativy	434
5276	admirál	305
5329	Admirál	252
5397	admirála	184
5443	Adobe	138
4895	Adolf	686
5133	Adolfa	448
5453	adopce	128
5355	adopci	226
5441	adoptivní	140
5477	adoptovat	104
5281	adrenalin	300
5458	adrenalinové	123
5345	adrenalinu	236
5246	adres	335
4778	adresa	803
5402	Adresa	179
5434	adresář	147
5462	adresáře	119
5477	adresáři	104
5356	adresát	225
5248	adresáta	333
5476	adresátovi	105
3819	adrese	1777
5274	adresou	307
2136	adresu	4103
4628	adresy	953
5117	Adrian	464
5325	Adriana	256
5382	ADSL	199
5262	adventní	319
5479	adventu	102
4325	advokát	1257
5307	Advokát	274
4840	advokáta	741
5330	advokátem	251
5358	advokáti	223
5444	advokátka	137
5002	advokátní	579
5421	advokátovi	160
5369	advokátů	212
5444	advokáty	137
5344	Aero	237
5355	aerobik	226
5363	aerobiku	218
5410	aerolinek	171
5325	aerolinie	256
5319	aerolinií	262
5381	aerolinky	200
5476	afér	105
5133	aféra	448
5446	Aféra	135
5438	aférou	143
5294	aféru	287
5045	aféry	536
5184	aféře	397
5352	Afghánistán	229
4194	Afghánistánu	1390
5433	afghánské	148
5466	AFK	115
5245	AFP	336
3760	Africe	1839
5472	africká	109
5024	africké	557
5292	afrického	289
5454	africkém	127
5473	africkou	108
5378	africký	203
5095	afrických	486
5467	africkým	114
5446	Afričané	135
5107	Afrika	474
5461	Afrikou	120
5284	Afriku	297
3734	Afriky	1866
5358	AG	223
5408	Agáta	173
5441	Age	140
5285	Agency	296
5410	agenda	171
5319	agendu	262
5248	agendy	333
4279	agent	1303
5351	Agent	230
4808	agenta	773
5252	agentem	329
4932	agenti	649
5471	Agenti	110
5451	agentka	130
5446	agentovi	135
4997	agentů	584
4796	agentur	785
3321	agentura	2318
5096	Agentura	485
5480	agenturami	101
5194	agenturou	387
4943	agenturu	638
2026	agentury	4317
5359	Agentury	222
4688	agentuře	893
5160	agenty	421
5365	agitace	216
4947	Agnes	634
5297	agrární	284
5432	Agrární	149
5456	agregát	125
5473	agregáty	108
5188	agrese	393
5367	agresi	214
5388	agresivita	193
5474	agresivitě	107
5452	agresivitou	129
5392	agresivitu	189
5408	agresivity	173
5305	agresivně	276
5433	agresivnější	148
4445	agresivní	1136
5480	Agresivní	101
5454	agresívní	127
5453	agresivního	128
5467	agresivních	114
5459	agresivním	122
5418	Agrofert	163
5480	Ah	101
5444	aha	137
3409	Aha	2223
5404	Ahmadínežád	177
5316	Ahman	265
5356	Ahmed	225
5214	ahoj	367
3775	Ahoj	1823
